Year	RFS	RFSDescription	CLIN	Month	Actuals
2018.00	3001	HAF/A3 	PMO	9	9768.61
2018.00	3001	HAF/A3 	PMO	10	6205.36
2018.00	3001	HAF/A3 	PMO	11	6951.11
2018.00	3001	HAF/A3 	Travel	8	925.82
2018.00	3001	HAF/A3 	Travel	8	2209.03
2018.00	3001	HAF/A3 	Travel	8	1589.46
2018.00	3001	HAF/A3 	Travel	8	2219.46
2018.00	3001	HAF/A3 	Travel	9	1504.07
2018.00	3001	HAF/A3 	Travel	9	6617.88
2018.00	3001	HAF/A3 	Travel	9	2249.95
2018.00	3001	HAF/A3 	Travel	10	6719.90
2018.00	3001	HAF/A3 	Travel	10	648.54
2018.00	3001	HAF/A3 	Travel	10	3304.48
2018.00	3001	HAF/A3 	Travel	11	1468.42
2018.00	3001	HAF/A3 	Travel	11	1615.40
2018.00	3001	HAF/A3 	Travel	11	1590.72
2018.00	3004	Navy ATO IA/Cyber 3.2	CAF	6	34.34
2018.00	3004	Navy ATO IA/Cyber 3.2	CAF	7	54.51
2018.00	3004	Navy ATO IA/Cyber 3.2	CAF	8	51.11
2018.00	3004	Navy ATO IA/Cyber 3.2	CAF	9	52.86
2018.00	3004	Navy ATO IA/Cyber 3.2	CAF	10	3.65
2018.00	3004	Navy ATO IA/Cyber 3.2	CAF	11	59.59
2018.00	3004	Navy ATO IA/Cyber 3.2	Labor	6	32938.02
2018.00	3004	Navy ATO IA/Cyber 3.2	Labor	7	52101.46
2018.00	3004	Navy ATO IA/Cyber 3.2	Labor	8	48838.39
2018.00	3004	Navy ATO IA/Cyber 3.2	Labor	9	49909.02
2018.00	3004	Navy ATO IA/Cyber 3.2	Labor	10	1825.19
2018.00	3004	Navy ATO IA/Cyber 3.2	Labor	11	57599.08
2018.00	3004	Navy ATO IA/Cyber 3.2	PMO	6	1404.04
2018.00	3004	Navy ATO IA/Cyber 3.2	PMO	7	2406.88
2018.00	3004	Navy ATO IA/Cyber 3.2	PMO	8	2274.87
2018.00	3004	Navy ATO IA/Cyber 3.2	PMO	9	2947.60
2018.00	3004	Navy ATO IA/Cyber 3.2	PMO	10	1825.19
2018.00	3004	Navy ATO IA/Cyber 3.2	PMO	11	1990.69
2018.00	3005	WNS Black Team	CAF	6	87.25
2018.00	3005	WNS Black Team	CAF	7	162.46
2018.00	3005	WNS Black Team	CAF	8	170.48
2018.00	3005	WNS Black Team	CAF	9	204.96
2018.00	3005	WNS Black Team	CAF	10	201.49
2018.00	3005	WNS Black Team	CAF	11	176.42
2018.00	3005	WNS Black Team	Labor	6	83077.87
2018.00	3005	WNS Black Team	Labor	7	152695.08
2018.00	3005	WNS Black Team	Labor	8	146282.77
2018.00	3005	WNS Black Team	Labor	9	184689.13
2018.00	3005	WNS Black Team	Labor	10	175526.39
2018.00	3005	WNS Black Team	Labor	11	163931.49
2018.00	3005	WNS Black Team	Material	10	9755.55
2018.00	3005	WNS Black Team	ODC	8	224.11
2018.00	3005	WNS Black Team	ODC	9	60.46
2018.00	3005	WNS Black Team	ODC	10	142.78
2018.00	3005	WNS Black Team	ODC	11	236.12
2018.00	3005	WNS Black Team	PMO	6	4177.09
2018.00	3005	WNS Black Team	PMO	7	6905.08
2018.00	3005	WNS Black Team	PMO	8	6576.65
2018.00	3005	WNS Black Team	PMO	9	8044.58
2018.00	3005	WNS Black Team	PMO	10	5624.85
2018.00	3005	WNS Black Team	PMO	11	6450.75
2018.00	3005	WNS Black Team	Travel	7	2104.12
2018.00	3005	WNS Black Team	Travel	7	248.70
2018.00	3005	WNS Black Team	Travel	7	505.61
2018.00	3005	WNS Black Team	Travel	8	5158.60
2018.00	3005	WNS Black Team	Travel	8	6165.57
2018.00	3005	WNS Black Team	Travel	8	1517.66
2018.00	3005	WNS Black Team	Travel	8	4557.93
2018.00	3005	WNS Black Team	Travel	9	1771.35
2018.00	3005	WNS Black Team	Travel	9	1186.70
2018.00	3005	WNS Black Team	Travel	9	1641.04
2018.00	3005	WNS Black Team	Travel	9	2781.73
2018.00	3005	WNS Black Team	Travel	9	1092.29
2018.00	3005	WNS Black Team	Travel	9	3690.92
2018.00	3005	WNS Black Team	Travel	10	1296.62
2018.00	3005	WNS Black Team	Travel	10	1305.15
2018.00	3005	WNS Black Team	Travel	10	2619.47
2018.00	3005	WNS Black Team	Travel	10	1322.09
2018.00	3005	WNS Black Team	Travel	10	1636.72
2018.00	3005	WNS Black Team	Travel	10	2261.73
2018.00	3005	WNS Black Team	Travel	11	1284.98
2018.00	3005	WNS Black Team	Travel	11	1312.07
2018.00	3005	WNS Black Team	Travel	11	1175.03
2018.00	3005	WNS Black Team	Travel	11	2025.95
2018.00	3009	PACAF M&S SME 1 	CAF	6	10.67
2018.00	3009	PACAF M&S SME 1 	CAF	7	21.17
2018.00	3009	PACAF M&S SME 1 	CAF	8	23.23
2018.00	3009	PACAF M&S SME 1 	CAF	9	40.44
2018.00	3009	PACAF M&S SME 1 	CAF	10	20.96
2018.00	3009	PACAF M&S SME 1 	CAF	11	18.49
2018.00	3009	PACAF M&S SME 1 	Labor	6	9922.71
2018.00	3009	PACAF M&S SME 1 	Labor	7	17413.51
2018.00	3009	PACAF M&S SME 1 	Labor	8	22110.58
2018.00	3009	PACAF M&S SME 1 	Labor	9	33566.84
2018.00	3009	PACAF M&S SME 1 	Labor	10	17413.51
2018.00	3009	PACAF M&S SME 1 	Labor	11	17413.51
2018.00	3009	PACAF M&S SME 1 	ODC	9	180.70
2018.00	3009	PACAF M&S SME 1 	PMO	6	748.90
2018.00	3009	PACAF M&S SME 1 	PMO	7	1144.16
2018.00	3009	PACAF M&S SME 1 	PMO	8	1115.00
2018.00	3009	PACAF M&S SME 1 	PMO	9	1535.36
2018.00	3009	PACAF M&S SME 1 	PMO	10	966.51
2018.00	3009	PACAF M&S SME 1 	PMO	11	1079.33
2018.00	3009	PACAF M&S SME 1 	Travel	7	2612.97
2018.00	3009	PACAF M&S SME 1 	Travel	9	5155.18
2018.00	3009	PACAF M&S SME 1 	Travel	10	2577.12
2018.00	3010	24th AF Cyber SME 	CAF	6	60.51
2018.00	3010	24th AF Cyber SME 	CAF	7	104.34
2018.00	3010	24th AF Cyber SME 	CAF	8	159.98
2018.00	3010	24th AF Cyber SME 	CAF	9	282.10
2018.00	3010	24th AF Cyber SME 	CAF	10	205.20
2018.00	3010	24th AF Cyber SME 	CAF	11	250.43
2018.00	3010	24th AF Cyber SME 	Labor	6	57293.40
2018.00	3010	24th AF Cyber SME 	Labor	7	94603.64
2018.00	3010	24th AF Cyber SME 	Labor	8	155341.39
2018.00	3010	24th AF Cyber SME 	Labor	9	248646.64
2018.00	3010	24th AF Cyber SME 	Labor	10	193978.48
2018.00	3010	24th AF Cyber SME 	Labor	11	238604.98
2018.00	3010	24th AF Cyber SME 	ODC	9	137.17
2018.00	3010	24th AF Cyber SME 	ODC	10	83.33
2018.00	3010	24th AF Cyber SME 	PMO	6	3214.32
2018.00	3010	24th AF Cyber SME 	PMO	7	5111.40
2018.00	3010	24th AF Cyber SME 	PMO	8	4635.30
2018.00	3010	24th AF Cyber SME 	PMO	9	8151.76
2018.00	3010	24th AF Cyber SME 	PMO	10	5487.96
2018.00	3010	24th AF Cyber SME 	PMO	11	6335.58
2018.00	3010	24th AF Cyber SME 	Travel	7	2226.32
2018.00	3010	24th AF Cyber SME 	Travel	7	2396.37
2018.00	3010	24th AF Cyber SME 	Travel	9	6966.97
2018.00	3010	24th AF Cyber SME 	Travel	9	8304.19
2018.00	3010	24th AF Cyber SME 	Travel	9	1928.56
2018.00	3010	24th AF Cyber SME 	Travel	9	7966.88
2018.00	3010	24th AF Cyber SME 	Travel	10	1912.87
2018.00	3010	24th AF Cyber SME 	Travel	10	1921.97
2018.00	3010	24th AF Cyber SME 	Travel	10	1819.37
2018.00	3010	24th AF Cyber SME 	Travel	11	1826.29
2018.00	3010	24th AF Cyber SME 	Travel	11	2185.77
2018.00	3010	24th AF Cyber SME 	Travel	11	1474.64
2018.00	3011	505th CTS Cyber SME 1 	CAF	6	6.48
2018.00	3011	505th CTS Cyber SME 1 	CAF	7	14.64
2018.00	3011	505th CTS Cyber SME 1 	CAF	8	19.40
2018.00	3011	505th CTS Cyber SME 1 	CAF	9	27.90
2018.00	3011	505th CTS Cyber SME 1 	CAF	10	22.39
2018.00	3011	505th CTS Cyber SME 1 	CAF	11	20.36
2018.00	3011	505th CTS Cyber SME 1 	Labor	6	6099.77
2018.00	3011	505th CTS Cyber SME 1 	Labor	7	13942.33
2018.00	3011	505th CTS Cyber SME 1 	Labor	8	17427.91
2018.00	3011	505th CTS Cyber SME 1 	Labor	9	20804.57
2018.00	3011	505th CTS Cyber SME 1 	Labor	10	17863.61
